irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText,ERROR,MyOcrText
3361415,1f7cdae6-db43-4bb1-8b95-c894d2388ab2,NY,3102218,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361415,http://sweetgum.nybg.org/images3/2437/505/03102218.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,M. O. Dillon,D. Dillon,none,3727,none,3727,1983-10-25,1983-10-25,25 Oct 1983,none,South America,Peru,Arequipa,Islay,"Lomas of Mejía, ca. 8 km N of Mejía. Grassy hillsides.",none,none,none,500,600,1640,1969,-17.0083,-71.9625,"17°00'30"" S","71°57'45"" W",none,Estimated from locality description,1000,none,No,Prostrate herb; flws. white; anther (5) purple.,none,Grassy hillsides,none,none,none,"CONVULVULACEAE
Dichondra sericea Sw.
Dichondra cf. donelliana Tharp &
M.C. Johnst.
Det. Delgado-Jr, G.C., 2017
Lomas of Mejia, ca. 8 km N of Mejia. 500-600 m.
Grassy hillsides.
Prostrate herb; flws. white; anther (5) purple.
BOTANICAL
Qarde*L
25 Oct 1983
NEW YORK BOTANICAL GARDEN
M. O. Dillon & D. Dillon
3727
03102218
Plants collected under the sponsorship of the National Geographic Society [Grant No. 2706-83]
Distributed by Field Museum of Natural History",OK,"The New York Botanical Garden
copyright reserved
0cm 1 2 3 4 5 6 7 8 9 10
Dichondra cf. donnelliana Tharp &
M.C. Johnst.
Det. Delgado-Jr, G.C., 2017
NEW YORK BOTANICAL GARDEN
Plants of Peru
Field Museum of Natural History
Depto: AREQUIPA Prov: ISLAY CONVOLVULACEAE
Dichondra sericea Sw.
Lomas of Mejía, ca. 8 km N of Mejía. 500-600 m.
Grassy hillsides.
Prostrate herb; flws. white; anther (5) purple.
25 Oct 1983
M.O. Dillon & D. Dillon 3727
Plant collected under the sponsorship of the National Geographic Society (Grant No. 2796-81)
Distributed by Field Museum of Natural History
NEW YORK BOTANICAL GARDEN
03102218 0279"
3361416,dab909bf-d89d-4acb-8215-221fd7a69c98,NY,3102219,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361416,http://sweetgum.nybg.org/images3/2437/506/03102219.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,Paul C. Hutchinson,Oscar Tovar,none,14202,none,14202,1964-02-28,1964-02-28,28 February 1964,"Seventh Botanical Garden Expedition to the Andes, 1963-1964",South America,Peru,Huancavelica,none,"Between Izcuchaca and Acostambo, south of Huancayo and north of La Mejorada, km. 17-20 on Carretera Central.",none,none,none,2390,2390,7841,7841,-12.7865,-75.292,12°47'S,75°17'W,none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
03102219
YO ft
BOTANICAL
Dichondra cf. donelliana Tharp &
M.C. Johnst.
Det. Delgado-Jr, G.C., 2017
Collection number: i|202 • Size of set: 6 • Set % UC;
determiner's set, UC • Duplicates! USM, US, F, NY, MO, 1QC
^79
vs
University of California
Seventh Botanical Garden Expedition to the Andes, 1963-1964
Director, Paul C. Hutchison
PERU
Dichondra repens Forst.
det* P* C. Hutchison, 1961*
Between Izcuchaca and Acostambo, south of Huancayo
and north of La Mejorada, km. 371 on Carretera Central.
Altitude 1930 m.
Province of Tayacaja, Department of Huancavelica
Paul C. Hutchison ¡£{j2
Oscar Tovar	x8 February 1964
Distributed by the Herbarium of the University or California",OK,"The New York Botanical Garden 
copyright reserved 
Dichondra cf. donelliana Tharp & 
M C. Jonhst. 
Det. Delgado-Jr. G. C., 2017 
Collection number 14202 
Size of set: Set I, UC, 
determiner's set, UC 
Detuplicates USM, US, F, NY, MO, KJ 
University of California 
Seventh Botanical Garden Expedition to the Andes, 1963-1964 
Director. Paul C. Hutchison 379 
PERU 
Dichondra repens Fonst. 
det. P. C. Hutchison, 1964 
Between Izcuchaca and Acostambo, south of Huancayo 
and north of La Mejorada, km. 17- on Carretera Central. 
Altitude 2390m. 
Province of Tayacaja, Department of Huancavelica 
PAUL C. HUTCHISON 
OSCAR TOVAR 
14202 
28 February 1964 
Distributed by the Herbarium of the University of California 
NEW YORK BOTANICAL GARDEN 
NEW YORK BOTANICAL GARDEN 
03102219 
"
3361417,792959d6-57f1-4ae7-821d-5cafb399aa43,NY,3102220,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361417,http://sweetgum.nybg.org/images3/2437/507/03102220.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,G. T. Hastings,none,none,162,none,162,1920-11-16,1920-11-16,"Nov. 16, 1920",none,South America,Chile,none,none,Cerro Blanco,none,none,none,none,none,none,none,-33.4503,-70.6664,"33° 27' 1"" S","70° 39' 59"" W",WGS84,Estimated from locality description,1000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
FLORA OF CHILE,
Collected by Q. T. Hastings.
---------«...t—....................
.....__________........
03102220
211
SA",OK,"FLORA OF CHILE.
Collected by G. T. Hastings.
162
Dichondra sericea Thearst
Cerro Blanco
Nov. 16, 1920."
3361428,2aa19130-ca48-4a11-925d-2d3d69e44eca,NY,3102231,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361428,http://sweetgum.nybg.org/images3/2437/518/03102231.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,Carl O. Inga Skottsberg,none,Nr.,81,none,81,1917-01-29,1917-01-29,29/1 17,none,South America,Chile,none,none,"Juan Fernandez: Masafuera, Quebrada de las Casas entre helechos",none,none,none,none,none,none,none,-33.6364,-78.837,33°38'S,78°50'W,none,Estimated from locality description,1000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
IIIMIII
03102231
Dichondra cf. donelliana Tharp &
M.C. Johnst.
Det. Delgado-Jr, G.C., 2017
8VEN8KA PAOIFIOEXPEDITIONEN 1916-17.
.....................
JUAN FERNANDEZ.^
........|_________M. 8. M. ”^2_
DIT.	-------- CARL •. INGA SK0TTSBER6.
BRtNA WIIM Tfc",OK,The New York Botanical Garden copyright reserved
3361429,1e2eee6f-e84f-4f55-8c1c-c445ade20226,NY,3102232,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361429,http://sweetgum.nybg.org/images3/2437/519/03102232.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,I. Pomesello,L. & C. Skottsberg,II,418,none,II. 418,1955-11-11,1955-11-11,11.11.1955,none,South America,Chile,none,none,"Moustier, London leading to La Majoana",none,none,none,900,900,2953.1,2953.1,-33.6367,-78.8373,"33° 38' 12"" S","78° 50' 14"" W",none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"Dichondra cf. donelliana Tharp
M.C. Johnst.
Det. Delgado-Jr, G.C., 2017
»?•to
botanical
®arden
NEW YORK BOTANICAL QAROEN
IIHIIIIM
03102232
I & C. SKOTTSBERG.
ITER AD INSULAS JUAN FERNANDEZ 1954-1955.
OMMJ-M /j. //* /fs*",OK,"Dichondra cf. donelliana Tharp & M.C. Johnst. Det. Delgado-Jr, G.C., 2017 L. & C. SKOTTSBERG, ITER AD INSULAS JUAN FERNANDEZ 1954-1955. II. 418. Dichondra repens Forst. Moustier, London leading to La Majoana, 900 m m.m. 11.11.1955 I. Pomesello"
3361430,c53996b6-c838-411a-9318-f3e9b4fb4171,NY,3102233,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361430,http://sweetgum.nybg.org/images3/2437/520/03102233.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra donelliana Tharp & M.C.Johnst.,Ah. Hollermayer,Dr. E. Werdermann,Nr.,1906,none,Nr. 1906,1927-01-01,1927-12-31,1927,none,South America,Chile,Valdivia,none,Mampilpille,none,none,none,60,60,196.85,196.85,-39.8,-73.2333,39 48 0 S,73 14 0 W,none,Estimated from locality description,5000,none,No,none,none,none,none,none,none,"Dichondra cf. donelliana Tharp
M.C. lohnst.
Det. Delgado-Jr, G.C., 2017
Planta« Chilenses Nr.
Dr. E. Werdermann
leg. Ath. Hollermayer
SA
P^w. Voldivia
iJi ca...^.m",OK,"The New York Botanical Garden
Dicondra cf. donelliiame Tharp & M.C. Johnst.
Det. Delgado Jr. G.C., 2017
Plantae Chilenses Nr. 1906
Dr. E. Werdermann
leg. Ah. Hollermayer
Dichondra
Prov valelvia
Pusagilnalie
alt. 60 m
& 192]"
3361452,6417037b-f907-4c8d-8adf-87e2c9d1b401,NY,3102247,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361452,http://sweetgum.nybg.org/images3/2437/534/03102247.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra macrocalyx Meisn.,C. Wilkes,none,none,none,none,none,none,none,none,none,North America,United States,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"Presented by JOHN J. CROOKE Esq., isa»
03102247
hjMA.
Determined	k (y. t. ^ ^
Herbarium of the U. S. Exploring Expedition
under the command of Capt. Wilkes.
1?°\
£A",OK,"HERBARIUM OF THE U.S. EXPLORING EXPEDITION
under the command of Capt. Wilkes.
Dichondra repens, var. sericea! Coll. from Shanlore."
3361481,b48f7f27-f632-4ce4-8511-382dd0913763,NY,3102274,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361481,http://sweetgum.nybg.org/images3/2437/561/03102274.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra micrantha Urb.,Macbride,Featherstone,none,246,none,246,1922-04-12,1922-05-03,"April 12 - May 3, 1922",none,South America,Peru,none,none,Matucana,none,none,none,2438.4,2438.4,8000,8000,-11.8564,-76.4025,"11° 51' 23.0"" S","76° 24' 9.0"" W",none,Estimated from locality description,1000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
03102274
03102274
Dichondra micrantha Urb.
Det. Delgado-Jr, G.C., 2017
PLANTS OF SOUTH AMERICA
Expedition of 19tf, under the Copt. MarehdU Field fund
yUL^SLsr^l/
ABOUT 8000 FT.
APRIL 12-MAY 3. 1022
COU. MACBRIDC A FCATHCR8TONC
PERU
MATUCANA",OK,"Dichondra microcalyx Urb.
Det. Delgado-Jr. G.C., 2017
246 Dichondra repens Forst.
PLANTS OF SOUTH AMERICA
Expedition of 1922, under the Dept. Marshall Field Fund.
ABOUT 8000 FT.
APRIL 12 - MAY 3, 1922
PERU
Coll. MACBRIDE & FEATHERSTONE
MATUCANA
NEW YORK BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
03102274"
3361482,6b9b648a-2efe-4738-b853-6d38d0e8a6c4,NY,3102275,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361482,http://sweetgum.nybg.org/images3/2437/562/03102275.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra micrantha Urb.,Macbride,Featherstone,none,2294,none,2294,1930-04-10,1930-04-10,4-10,none,South America,Peru,none,none,Choquequi,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
03102275
* <
03102275
Dichondra micrantha Urb.
Det. Delgado-Jr, G.C., 2017
PLANTS OF SOUTH AMERICA
Expedition eflMt, under the CapL Marshall Field fund
OuljlA*k%4S.....Z7oA
ABOUT..
jlzjji.--------------------------------------------------------------------------------------JSiiLoMahMbk,___
COLL. MACBMDC 4 FEATMCRSTONC	Q PERU",OK,"The New York Botanical Garden 
Dichondra micrantha Urb. 
Det. Delgado-Jr, G.C., 2017 
279 59 
PLANTS OF SOUTH AMERICA 
Expedition of 1929- under the Capt. Marshall Field Fund 
2294 Dichondra repens Forst 
ABOUT 
4-10 Choquequi 
COLL. MACBRIDE & FEATHERSTONE 
NEW YORK BOTANICAL GARDEN 
NEW YORK BOTANICAL GARDEN 
03102275"
3361494,29cfde61-d23c-4064-a19e-b713d9325bc8,NY,3102287,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3361494,http://sweetgum.nybg.org/images3/2437/574/03102287.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra micrantha Urb.,Paul C. Hutchison,J. Kenneth Wright,none,1821,none,1821,1964-01-31,1964-01-31,31 January 1964,"Seventh Botanical Garden Expedition to the Andes, 1963-1964. Director, Paul C. Hutchison",South America,Peru,Amazonas,none,"Province of Bongara, Department of Amazonas. Between Río Utcubamba and Pomacochas, km 322 east of Olmose on Rioja road",none,none,none,1920,1920,6299,6299,-5.7503,-78.4335,"5°45'1.08""S","78°26'0.60""W",none,Estimated from locality description,5000,none,No,"Prostrate, creeping",none,none,none,none,none,"o
Vo**\
TANICA
NEW YORK BOTANICAL QAROEN
03102287
Dichondra cf. micrantha Urb.
Det. Delgado-Jr, G.C., 2017
Collection number: ifl.81 • Size of set. ^ . Set 1, UC,
determiner'* set, UU • Duplicates: USM,:ílS*F, NY,«MC,
MICH, M, P, LE, G, GH, HEID, S, LIL,
27 ?
University of California	y/j~
Seventh Botanical Garden Expedition to the Andes, 1963-1964
Director, Paul C. Hutchison
PERU
RLchondra regens Forst.
det. P• C. Hutchison, 1?6U
Prostrate, creeping*
Between Rio Utcubamba and Pomacocha, km. 311 cast of
Olmos on Rioja road. Altitude 1910 m.
Province of Bongara, Department of Amazonas
Paul C. Hutchison 1001
J. Kenneth Wright	January 1964",OK,"THE NEW YORK
BOTANICAL GARDEN copyright reserved

DicDondra cf. micrantha Urb.
Det. Delgado-Jr, G.G. 2017

Collection number 1821 Size of set 14 Set 1, UC,
determiner’s set, UC Duplicates USM. MOSE P. NY. ANRDCM,
MCM, M. P, LE, G, GH, HED, S, LIL,?

University of California
Seventh Botanical Garden Expedition to the Andes. 1963-1964
Director, Paul C. Hutchison
PERU
Dichondra repens Forst
Det. P. C. Hutchison, 1964

Prostate, creeping
Between Rio Utcubamba and Pomacochas, km 32 east of
Olmos on Rioja road. Altitude 1920 m.

Province of Bongara, Department of Amazonas

PAUL C. HUTCHISON 1821
J. KENNETH WRIGHT 31 January 1964
NEW YORK
BOTANIC
GARDEN
"
3357526,7211fdde-6b3f-4048-b05d-ade9af07d129,NY,3102188,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3357526,http://sweetgum.nybg.org/images3/2437/482/03102188.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra sericea Sw.,Macbride,Featherstone,none,17148,none,17148,1926-07-26,1926-07-26,7-26,none,South America,Peru,none,none,Mito,none,none,none,none,none,none,none,-11.75,-75.5,11°45'S,75°30'W,none,Estimated from locality description,10000,none,No,none,none,none,none,none,none,"NEW YORK BOTANICAL GARDEN
HHHflH
03102188
Dichondra sericea Sw.
Det. Delgado-Jr, G.C., 2017
PLANTS OF SOUTH AMERICA
Expedition of 19tt, under the Capt. Marshall Field fund
ABOUT
Izhk__________________________________________________________________________________
COLL. MACBRIDE 4 FCATHCR8TONE	PERU",OK,"NEW YORK BOTANICAL GARDEN 03102188 
 Dichondra sericea Sw. Det. Delgado Jr., G.C.. 2017 
 Dichondra repens foscau serice Choisy 
 PLANTS OF SOUTH AMERICA 
 Expedition of 1926, under the Capt. Marshall Field Fond. 
 17148  About 
 7-26MitoPERU 
 COLL. MACBRIDE & FEATHERSTONE 
 "
3358966,9e64af0d-fd19-4915-bce7-d03793e5dd3e,NY,3102203,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3358966,http://sweetgum.nybg.org/images3/2437/497/03102203.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dichondra sericea var. holosericea (O'Donell) Fabris,none,none,none,none,none,724 et 925,1833-01-04,1833-01-04,"4 Jan., 1833",none,South America,Chile,none,none,"In pascuis locis; prope castrum exortum et planticiti, et in arenosis maritimis in Chili.",none,none,none,none,none,none,none,-33.4489,-70.6693,33°26′56″S,70°40′10″W,WGS84,Estimated from locality description,10000,none,No,none,none,"meadow, sandy coastal",none,"on sandy soil, on maritime sands",none,"i' - r
Dichondra sericea Sw.
Det. Delgado-Jr, G.C., 2017
SS^MTANtCAL GARDEN
llllilllll ,,
03102203 'J?)
Dichondra sericea Sw. var.
holosericea (O'Donell) Fabris
Det. Delgado-Jr, G.C., 2017
NEW YORK BOTANICA!. GARDEN
?mini
03102189
ia)
Dichondra sericea. Sw.
Ili paicait lociique petrosi* montino# rt
planitiei, et in areno«« maritimi» dalli. Spb.
Uaio ttlan. <818- ** !?. 1830. Hrbr. Bcrtrro m. tu
1855. <t »8».
«w vo*;
botanica l
•M
'm
?8 -ti
?vm
il",OK,"The New York
BOTANICAL GARDEN copyright reserved
NEW YORK BOTANICAL GARDEN
03102203
 Dichondra sericea SW . var . holosericea ( O'Donell ) Fabris Det. Delgado- Jr. G.C., 2017
NEW YORK BOTANICAL GARDEN
Dichondra sericea Sw . Det. Delgado- Jr. , G.C. , 2017 03102189
Dichondra sericeaSw.
In pascuis locis; prope castrum exortum et planticiti,et in arenosis maritimis in Chili, Spéc .
Ueio Histore 4 Jan, 1833. et 525. Hehr. Bertero nr 724 et 525.
NEW YORK BOTANICAL GARDEN
Drchondra eriosta
Muriatialis.
erio/Uulle,.Rl.CH (Bertnris'ssss)
gom.4 les ey. AvRulea t"
3648954,4507fb04-f4c7-48c5-9e68-4f6f12d23723,NY,3341059,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3648954,http://sweetgum.nybg.org/images3/2763/570/03341059.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dicranostyles holostyla Ducke,Rocío Rojas,Gregorio Ortíz M. & J.L. Mateo,none,7196,none,7196,2009-12-10,2009-12-10,10 December 2009,none,South America,Peru,Pasco,Oxapampa,Dist. Palcazú. Comunidad Nativa Alto Lagarto - Reserva Comunal Yanesha. Remanente de bosque primario.,none,none,none,584,584,1916.01,1916.01,-10.095833,-75.392306,"10° 05' 45"" S","75° 23' 32"" W",none,none,none,none,No,Liana; frutos verdosos (sabor dulce cuando maduros).,none,bosque primario,none,none,none,"SA
2M
(Rocío Rojas, Gregorio Ortiz M. & J.L.
Mateo 7196)
CONVOLVULACEAE	[249]
Dicranostyles ho 7osty 1a Ducke
det. E. Feltz (MO), 2011
Pasco: Oxapampa
Dist. Palcazú. Comunidad Nativa Alto
Lagarto - Reserva Comunal Yanesha.
Remanente de bosque primario.
10°09'07""S 075°23132MW	584 m
Liana; frutos verdosos (sabor dulce
cuando maduros).
L	10 December 2009
""Rocío Rojas, Gregorio Ortfz M. & J.L.
Mateo 7196
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
03341059",OK,"(Rocío Rojas, Gregorio Ortíz M. & J.L.
Mateo 7196)
CONVOLVULACEAE
[249)
Dicranostyles holostyla Ducke
det. E. Feltz (MO), 2011
PERU
Pasco: Oxapampa
Dist. Palcazú. Comunidad Nativa Alto
Lagarto - Reserva Comunal Yanesha.
Remanente de bosque primario.
10°09'45""5 075°23'32""W 584 m
Liana; frutos verdosos (sabor dulce
cuando maduros).
Rocío Rojas, Gregorio Ortíz M. & J.L.
Mateo 7196
10 December 2009
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
NEW YORK BOTANICAL GARDEN
03341059
"
3898885,752a71f7-11b1-4da0-a0a2-12d5e95f1c99,NY,3575134,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3898885,http://sweetgum.nybg.org/images3/2992/475/03575134.jpg,Plantae,Magnoliophyta,Convolvulaceae,Dicranostyles mildbraediana Pilg.,Rodolfo Vásquez,none,none,32245,none,32245,2007-03-14,2007-03-14,14 Marzo 2007,none,South America,Peru,Pasco,Oxapampa,"Distrito Palcazu. Parque Nacional Yanachaga-Chemillén, estación biológica Paujil. Bosque primariario a transicional sobre terraza.",none,none,none,400,400,1312,1312,-10.331944,-75.266111,"10°19'55""S","075°15'58""W",none,none,none,none,No,Liana; frutos marrón-verdosos.,none,Bosque primariario a transicional sobre terraza.,none,none,none,"03575134
[249]
CONVOLVULACEAE
Dicranostyles miJdbraediana Pilg.
det. E. Feltz (MO), 2012
Pasco: Oxaparopa
Distrito Palcazú. Parque Nacional
Yanachaga-Chemilien, estación biológica
Paujil. Bosque primario a transicional
sobre terraza.
10°19,55""S 075°15'58""W	400 m
Liana; frutos marrón-verdosos.
14 Marzo 2007
Rodolfo Vasquez 32245
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)",OK,"The New York Botanical Garden
Copyright reserved
NEW YORK BOTANICAL GARDEN
03575134
CONVOLVULACEAE PERU [249]
Dicranostyles mildbraediana Pilg.
det. E. Feltz (MO), 2012
Pasco: Oxapampa
Distrito Palcazu. Parque Nacional Yanachaga-Chemillén, estación biológica Paujil. Bosque primariario a transicional sobre terraza.
10° 19'55""S 075°15'58""W 400 m
Liana; frutos marrón-verdosos.
Rodolfo Vásquez 32245 14 Marzo 2007
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
NEW YORK BOTANICAL GARDEN
03575134"
3005820,7a392cfe-5b58-4d6d-8a89-debf343c819d,NY,2714122,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005820,http://sweetgum.nybg.org/images3/2173/550/02714122.jpg,Plantae,Magnoliophyta,Convolvulaceae,Evolvulus argyreus Choisy,R.C. Fosberg,none,none,22910,none,22910,1947-07-06,1947-07-06,"July 6, 1947",none,South America,Peru,Cajamarca,Celendin,Celendin. Occurrence common on eroded slopes,none,none,none,2580,2580,8465.88,8465.88,-6.0525,-78.168611,"S 6° 3' 9""","W 78° 9' 9""",none,none,none,badly overgrazed and eroded slopes of sand by ravines,No,Prostrate; leaves green above; flowers bright blue.,Common,eroded slopes,none,none,none,"BOTANICAL
02714122
PLANTS OF PERU
Dept, de Cajamarca
Evolvulus	CUcisy
Det. 5. fT Sw'KTZj'1*10
Locality
CELENDIN, Prov. de Ceiendin
Lat. 6°52 S., Long. 7£° & ’ W.
Occurrence Coimaon on eroded slopes
badly overgrazed and eroded slopes,
cut by ravines
Date July 6, 1947 Alt. 2800 m. (estimated)
Coll. F.R. Fosberg No- 28190
Remarks Prostrate; leaves green above; flowers
bright blue.
1947 Cinchona Expedition
02714122",OK,"The New York Botanical Garden

PLANTS OF PERU
Dept. de Cajamarca
Evolvulus argyreus Choisy
Det. S. E. Smith IV, 2010
Locality
CELENDIN, Prov. de Celendin
Lat 6.052 S, Long. 78.2 W
Occurrence Common on eroded slopes
badly overgrazed and eroded slopes,
sand by ravines
Date July 6, 1947 Alt. 2580 m. (estimated)
Coll. R.C. Fosberg No. 22910
Remarks Prostrate; leaves green above: flowers
bright blue.
1947 Cinchona Expedition"
3005799,b416e1c8-8bce-4e7a-a450-63da8aca4799,NY,2714107,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005799,http://sweetgum.nybg.org/images3/2173/535/02714107.jpg,Plantae,Magnoliophyta,Convolvulaceae,Evolvulus helianthemoides Meisn.,F.R. Fosberg,none,none,27905,none,No. 27905,1947-06-14,1947-06-14,"Date June 14, 1947",1947 Cinchona Expedition,South America,Peru,Piura,none,"Valley of Rio Huancabamba, 12 km below Ayabaca, just above mouth of Quebrada Shumaya",none,none,none,1600,1600,5249,5249,-5.3833,-79.3733,5° 23' S,79° 22' W,Estimated from locality description,Estimated from locality description,10000,none,No,"Prostrate; flowers 2 cm, blue.",Common,bare flat ground,none,none,none,"PLANTS OF PERU
Dept, de Piura
Evolvulus kt i' 61W.01 clzs
Det. f~S^K‘%'LOtc>
Localityalley of Rio Huancabamba, 1 km. below
Aguapampa, just above mouth of Quebrada Shumaya
Prov. de Huancabamba
Lat.5 * 23 ’ S., Long. 79 * 24 * W.
Occurrence Comnlon on bare flat ground
Date June 14, , 1947 Alt. 1600 m.(estimated)
Coll. F.R. Fosberg No- 27905
Remarks Prostrate; flowers 2 cm. across, blue.
1947 Cinchona Expedition	J
SMITHSONIAN INSTITUTION
From THE UNITED STATES NATIONAL HERBARIUM
02714107",OK,"PLANTS OF PERU
Dept. de Piura
Evolvulus leianthaeoides Meissn.
Ref S.F.: SA27910
Locality: Valley of Rio Huancabamba, 12 km, below Ayabamba, just above mouth of Quebrada Shumaya
Prov. of Huancabamba
Lat. 5° 23' S., Long. 79° 22' W.
Occurrence: Common on bare flar cround
Date June 14., 1947, Alt. 1600 m. (estimated)
Coll. F.R. Fosberg No. 27905
Remarks: Prostrate; flowers 2 cm. across, blue.
1947 Cinchona Expedition
SMITHSONIAN INSTITUTION
From THE UNITED STATES NATIONAL HERBARIUM
"
3005821,de9cbf53-155e-4e52-9b09-e89d0ce3e149,NY,2714123,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005821,http://sweetgum.nybg.org/images3/2173/551/02714123.jpg,Plantae,Magnoliophyta,Convolvulaceae,Evolvulus incanus Pers.,F.K. Foster,none,none,27997,none,27997,1947-06-15,1947-06-15,June 15 1947,none,South America,Peru,Huancabamba,none,"Locality just across the river from Huancabamba, valley of Rio Huancabamba, Prov. de Huancabamba",none,none,none,2100,2100,6889,6889,-5.2425,-79.4165,"5°14'33"" S","79°25'00"" W",none,Estimated from locality description,10000,none,No,"Prostrates, flowers bright blue, 2 mm. across",none,bare ground; much trampled by sheep; moister valley bottom (Pastures),none,none,none,"vo^
BOTANICAL
S®ARDe,i/
02714123
PLANTS OF PERU
Dept, de Piura
EVOlVUlUS I V^CLG. V* IA.S PzsTS,
Det. S. f. '^/^0)0
Locality Just across ifiver from
HUANCABAMBA,
valley of Rio Huancabamba, Prov. de Huancabamba
Lat. 5°15’S., Long. 79°27’W.
Occurrence on bare crumbly much trampled
dry slopes
with cacti and sparse brush, bacHv. grazed by goats
Date June *5, 1947 AltJ.0OQ-' m. (estimated)
Coll. F.R. Fosberg No- 27907
Remarks Prostrate, flowers bright blue,
15 mm. across.
1947 Cinchona Expedition
SMITHSONI AM- INSTITUTI ON
From THE UNITED STATES NATIONAL HERBARIUM
02714123",OK,"THE NEW YORK
BOTANICAL GARDEN copyright reserved
PLANTS OF PERU
Dept. de Piura
Evolvulus incanus Pers.
Det. E. P. Smith V 2010
Locality just across the river from
HUANCABAMBA,
valley of Rio Huancabamba, Prov. de Huancabamba
Lat. 5° 15’ S., Long. 79° 25’ W.
Occurrence on bare ground; much trampled
by sheep; moister valley bottom (Pastures)
2100 m (estimated)
Date June 15, 1947 F.K. Foster No. 27997
(Specimen numbered by station)
Remarks Prostrate; flowers bright blue,
2 mm. across.
1939 Cinchona Expedition
NEW YORK BOTANICAL GARDEN
SMITHSONIAN INSTITUTION
FROM THE UNITED STATES NATIONAL HERBARIUM
02714123
SA
279
"
